"yearold","stnum","adopt","fiscal","eelct1","elect2","income","neighbor","religion","gov6099","cit6099","wideodif","year","ideodistgov6099","malideodistgov6099","ideology_relative_berry"
68,10,0,-0.0419999994337559,0,1,67.8199996948242,0,31.1000003814697,8.25,9.46340274810791,55.7000007629395,5,41.6517715454102,41.6517715454102,41.6517696380615
69,10,0,-0.063000001013279,0,1,72.1699981689453,0,31.1000003814697,17.5499992370605,15.3114204406738,46.4000015258789,6,32.3517723083496,32.3517723083496,32.351770401001
70,10,0,-0.0439999997615814,1,0,76.3399963378906,0,31.1000003814697,15.8500003814697,12.0143003463745,48.0999984741211,7,34.0517730712891,34.0517730712891,34.0517692565918
71,10,0,-0.046000000089407,0,0,77.9899978637695,0,31.1000003814697,34.4500007629395,28.4836101531982,29.5,8,15.4517707824707,15.4517707824707,15.4517688751221
72,10,0,-0.0860000029206276,0,1,80.129997253418,0,31.1000003814697,11.1999998092651,9.92354202270508,52.75,9,33.8223152160645,33.8223152160645,35.4488000869751
73,10,0,-0.00499999988824129,0,1,82.3399963378906,0,31.1000003814697,35.0909118652344,25.3004398345947,28.8590908050537,10,19.6478996276855,19.6478996276855,19.6478989919027
74,10,0,-0.0120000001043081,1,0,87.9899978637695,0,31.1000003814697,31.3181800842285,22.4712600708008,32.6318206787109,11,30.4037208557129,30.4037208557129,25.9936577933175
75,10,0,-0.0370000004768372,0,0,86.6900024414062,0,31.1000003814697,25.0416698455811,20.0506801605225,38.9083290100098,12,39.0247192382812,39.0247192382812,37.9850423986262
76,10,0,-0.108999997377396,0,1,84,0,31.1000003814697,32.75,26.5350799560547,31.2000007629395,13,33.7960815429688,33.7960815429688,31.2744862238566
77,10,0,-0.120999999344349,0,1,88.7799987792969,0,31.1000003814697,27,22.3983402252197,36.9500007629395,14,39.5460815429688,39.5460815429688,37.0244862238566
78,10,0,-0.0750000029802322,1,0,90.379997253418,0,31.1000003814697,24.5833301544189,21.1972007751465,39.3666687011719,15,41.9627532958984,41.9627532958984,39.4411560694377
79,10,0,-0.0500000007450581,0,0,93.7399978637695,0,31.1000003814697,25.5454502105713,20.1599006652832,38.4045486450195,16,30.1486721038818,30.1486721038818,37.4679740025447
80,10,0,-0.0570000000298023,0,1,92.6699981689453,0,31.1000003814697,31.136360168457,25.4241008758545,32.8136405944824,17,24.5577621459961,24.5577621459961,31.877064044659
81,10,0,-0.0649999976158142,0,1,93.1399993896484,0,31.1000003814697,33.7999992370605,26.1958293914795,30.1499996185303,18,21.8941230773926,21.8941230773926,29.2134249760554
82,10,0,-0.0520000010728836,1,0,94.4499969482422,0,31.1000003814697,34.2999992370605,26.6944007873535,29.6499996185303,19,9.18544006347656,9.18544006347656,27.1362752914429
83,10,0,-0.104999996721745,0,0,95.6699981689453,0,31.1000003814697,40.3056411743164,29.8844509124756,23.644359588623,20,20.2049255371094,20.2049255371094,22.8913146257401
84,10,0,-0.0759999975562096,0,1,97.9100036621094,0,31.1000003814697,43.6500015258789,31.7348403930664,20.2999992370605,21,7.96662521362305,7.96662521362305,20.1385970396154
85,10,0,-0.034000001847744,0,1,108.900001525879,0,31.1000003814697,34.3888893127441,25.4820098876953,29.5611095428467,22,21.7148551940918,21.7148551940918,25.7476894741967
86,10,0,-0.00600000005215406,1,0,112.199996948242,0,31.1000003814697,32.1111106872559,23.6332607269287,31.8388900756836,23,24.8694343566895,24.8694343566895,27.7261892665516
64,12,0,-0.237000003457069,0,1,57.5499992370605,0,33.5999984741211,19.6632404327393,48.7802886962891,44.2867584228516,1,0,31.1067523956299,31.1067528227965
65,12,0,-0.197999998927116,0,1,58.2200012207031,0,33.5999984741211,8.91320610046387,38.8409385681152,55.036792755127,2,40.3367919921875,40.3367919921875,40.3367938995361
66,12,0,-0.151999995112419,1,0,67.0899963378906,0,33.5999984741211,6.56130695343018,30.8943691253662,57.3886947631836,3,42.6886940002441,42.6886940002441,42.6886930465698
67,12,0,-0.0570000000298023,0,0,66.5199966430664,0,33.5999984741211,10.285719871521,40.6416397094727,53.6642799377441,4,38.9642791748047,38.9642791748047,38.964280128479
68,12,0,-0.061999998986721,0,1,68.25,0,33.5999984741211,18.4571399688721,36.0275993347168,45.4928588867188,5,31.4446315765381,31.4446315765381,31.4446296691895
69,12,0,-0.025000000372529,0,1,68.7300033569336,0,33.5999984741211,27.1619091033936,51.082878112793,36.7880897521973,6,22.7398624420166,22.7398624420166,22.739860534668
70,12,0,-0.0350000001490116,1,0,73.0899963378906,0,33.5999984741211,24.7999992370605,51.6799697875977,39.1500015258789,7,25.1017723083496,25.1017723083496,25.101770401001
71,12,0,-0.160999998450279,0,0,74.6699981689453,0,33.5999984741211,56.2857208251953,47.4464988708496,7.66427993774414,8,6.38394927978516,6.38394927978516,6.38395118713379
72,12,0,-0.116999998688698,0,1,75.4599990844727,0,33.5999984741211,50.7142906188965,44.0650215148926,13.235710144043,9,5.69197463989258,5.69197463989258,4.06549072265625
73,12,0,-0.0900000035762787,0,1,79.4100036621094,0,33.5999984741211,47,44.389820098877,16.9500007629395,10,7.73881149291992,7.73881149291992,13.1310812632243
74,12,0,-0.0670000016689301,1,0,88.870002746582,0,33.5999984741211,39.5833282470703,37.5434188842773,24.3666706085205,11,22.1385726928711,22.1385726928711,18.2722238813128
75,12,0,-0.0890000015497208,0,0,89.879997253418,0,33.5999984741211,41.3333396911621,38.6727104187012,22.6166591644287,12,22.7330513000488,22.7330513000488,22.5740072076971
76,12,0,-0.119999997317791,0,1,85.2600021362305,0,33.5999984741211,37.0833282470703,34.5961799621582,26.8666706085205,13,29.4627532958984,29.4627532958984,26.9411579767863
77,12,0,-0.153999999165535,0,1,92.0500030517578,0,33.5999984741211,42.1785697937012,36.9269790649414,21.7714290618896,14,24.3675117492676,24.3675117492676,22.9349082310994
78,12,0,-0.145999997854233,1,0,89.2900009155273,0,33.5999984741211,40.5714302062988,34.1450881958008,23.3785705566406,15,25.9746513366699,25.9746513366699,24.006334622701
79,12,0,-0.105999998748302,0,0,95.5100021362305,0,33.5999984741211,30.9142894744873,23.7067909240723,33.0357093811035,16,24.7798328399658,24.7798328399658,32.0991347386287
80,12,0,-0.0670000016689301,0,1,93.9700012207031,0,33.5999984741211,38.5785713195801,31.7186908721924,25.3714294433594,17,17.115550994873,17.115550994873,24.5730441166804
81,12,0,-0.119000002741814,0,1,92.9899978637695,0,33.5999984741211,38.2901802062988,32.961669921875,25.6598205566406,18,17.4039421081543,17.4039421081543,24.81706736638
82,12,0,-0.131999999284744,1,0,94.0199966430664,0,33.5999984741211,38.8487586975098,32.831470489502,25.1012401580811,19,4.63668060302734,4.63668060302734,23.4042572293963
83,12,0,-0.165000006556511,0,0,89.2099990844727,1,33.5999984741211,27.1311702728271,23.1015605926514,36.8188285827637,20,33.37939453125,33.37939453125,33.9504297971725
84,12,0,-0.129999995231628,0,1,91.9700012207031,1,33.5999984741211,23.6727905273438,20.2256202697754,40.2772102355957,21,27.9438362121582,27.9438362121582,36.5510683620677
85,12,0,-0.10700000077486,0,1,93.3899993896484,2,33.5999984741211,20.1666698455811,16.34494972229,43.7833290100098,22,35.9370727539062,35.9370727539062,39.3296975635347
86,12,1,-0.0979999974370003,1,0,99.5100021362305,2,33.5999984741211,27.6666698455811,23.5645694732666,20.8433303833008,23,29.3138751983643,29.3138751983643,31.7665900317105
64,13,0,-0.219999998807907,1,0,84.0400009155273,0,8.10000038146973,61.2300796508789,55.9419784545898,12.7200803756714,1,0,10.4600868225098,10.4600863953431
65,13,0,-0.179000005125999,0,0,86.5999984741211,0,8.10000038146973,68.2990112304688,47.3341407775879,19.7890090942383,2,19.0490112304688,19.0490112304688,19.0490112304688
66,13,0,-0.229000002145767,0,1,92.0299987792969,0,8.10000038146973,70.568603515625,46.3651809692383,22.0585994720459,3,21.318603515625,21.318603515625,21.318603515625
67,13,0,-0.00300000002607703,0,1,96.0899963378906,0,8.10000038146973,51.0867309570312,46.0788917541504,2.57673001289368,4,1.83673095703125,1.83673095703125,1.83673095703125
68,13,0,-0.114000000059605,1,0,99.7300033569336,0,8.10000038146973,63.429759979248,59.7436599731445,14.9197597503662,5,13.5279884338379,13.5279884338379,13.5279903411865
69,13,0,-0.0379999987781048,0,0,101.300003051758,0,8.10000038146973,35.464771270752,51.9878005981445,13.0452299118042,6,14.4370002746582,14.4370002746582,14.4369983673096
70,13,0,-0.063000001013279,0,1,104.5,0,8.10000038146973,24.5593204498291,48.5615005493164,23.9506797790527,7,25.3424510955811,25.3424510955811,25.3424491882324
71,13,0,-0.00600000005215406,0,1,104.800003051758,0,8.10000038146973,39.4660987854004,50.8217887878418,9.04389953613281,8,10.4356727600098,10.4356727600098,10.4356708526611
72,13,0,-0.0509999990463257,1,0,106.199996948242,0,8.10000038146973,39.9346199035645,49.6582794189453,8.57538032531738,9,5.08769607543945,5.08769607543945,6.71417999267578
73,13,0,-0.017000000923872,0,0,109.900001525879,1,8.10000038146973,64.2520065307617,54.6192588806152,15.7420101165771,10,9.5131950378418,9.5131950378418,16.9472370147705
74,13,1,-0.0370000004768372,0,1,117.599998474121,1,8.10000038146973,55.9345092773438,49.7043304443359,5.06450986862183,11,5.78739166259766,5.78739166259766,14.5519883292062
64,14,0,-0.282000005245209,1,0,70.7300033569336,0,10.3000001907349,59.9902381896973,52.7065811157227,9.12024021148682,1,0,9.22024536132812,9.22024493416151
65,14,0,-0.24600000679493,0,0,72.6699981689453,0,10.3000001907349,82.875,42.445930480957,32.0050010681152,2,33.625,33.625,33.625
66,14,0,-0.241999998688698,0,1,79.8199996948242,0,10.3000001907349,80.875,40.1897811889648,30.0049991607666,3,31.625,31.625,31.625
67,14,0,0.017000000923872,0,1,83.6999969482422,0,10.3000001907349,59.3085708618164,41.6558799743652,8.43857002258301,4,10.0585708618164,10.0585708618164,10.0585708618164
68,14,0,-0.0140000004321337,1,0,84.7399978637695,0,10.3000001907349,61.5064315795898,41.6837615966797,10.6364297866821,5,11.6046600341797,11.6046600341797,11.6046619415283
69,14,0,-0.0829999968409538,0,0,86.3399963378906,0,10.3000001907349,10.1428604125977,47.6147994995117,40.7271385192871,6,39.7589111328125,39.7589111328125,39.7589092254639
70,14,0,-0.0450000017881393,0,1,89.4300003051758,0,10.3000001907349,8.14285755157471,47.2639312744141,42.7271423339844,7,41.7589149475098,41.7589149475098,41.7589120864868
71,14,0,-0.0020000000949949,0,1,88.2600021362305,0,10.3000001907349,15.0538101196289,47.5069313049316,35.8161888122559,8,34.8479614257812,34.8479614257812,34.8479595184326
72,14,0,-0.0710000023245811,1,0,89.5699996948242,0,10.3000001907349,17.0404796600342,47.61376953125,33.8295211791992,9,27.9818363189697,27.9818363189697,29.6083202362061
73,14,0,-0.0410000011324883,0,0,93.9800033569336,1,10.3000001907349,12.1850004196167,47.2850914001465,38.685001373291,10,42.5538101196289,42.5538101196289,42.5538104375203
74,14,0,-0.0140000004321337,0,1,101.300003051758,1,10.3000001907349,9.28571605682373,45.0263214111328,41.584285736084,11,52.4361839294434,52.4361839294434,48.0261218207223
75,14,0,0.118000000715256,0,1,95.4199981689453,3,10.3000001907349,39.4775009155273,55.4423789978027,11.3924999237061,12,24.5888900756836,24.5888900756836,23.8759699734774
76,14,0,-0.0329999998211861,1,0,94.5100021362305,3,10.3000001907349,31.4338607788086,44.0063514709473,19.4361400604248,13,35.1122207641602,35.1122207641602,32.590625445048
77,14,0,-0.115000002086163,0,0,99.8199996948242,3,10.3000001907349,31.3634700775146,42.9969291687012,19.5065307617188,14,35.1826095581055,35.1826095581055,32.661016146342
78,14,0,-0.00600000005215406,0,1,103.400001525879,3,10.3000001907349,26.5827808380127,36.8750495910645,24.2872200012207,15,39.9633026123047,39.9633026123047,37.4417053858439
79,14,0,0.0430000014603138,0,1,107.699996948242,3,10.3000001907349,17.2649993896484,40.1205596923828,33.6049995422363,16,38.4291229248047,38.4291229248047,45.7484248234675
80,14,0,0.034000001847744,1,0,108.199996948242,3,10.3000001907349,19.8159999847412,38.2465400695801,31.0540008544922,17,35.8781204223633,35.8781204223633,43.1974242283748
81,14,0,-0.112000003457069,0,0,103.5,3,10.3000001907349,14.1428604125977,41.5713691711426,36.7271385192871,18,41.5512619018555,41.5512619018555,48.8705638005183
82,14,0,-0.137999996542931,0,1,102.400001525879,3,10.3000001907349,17.3571395874023,51.3142700195312,33.5128593444824,19,26.1282997131348,26.1282997131348,43.131516456604
83,14,0,-0.104000002145767,0,1,100,3,10.3000001907349,13.4821395874023,46.3134384155273,37.3878593444824,20,47.0284271240234,47.0284271240234,47.5994604825974
84,14,0,-0.0719999969005585,1,0,100.800003051758,3,10.3000001907349,13.3602895736694,39.8134689331055,37.509708404541,21,38.2563362121582,38.2563362121582,46.863569315742
85,14,0,0.0160000007599592,0,0,108.5,3,10.3000001907349,9.71428775787354,38.6027908325195,41.1557121276855,22,46.3894577026367,46.3894577026367,49.7820796512422
86,14,0,0.00300000002607703,0,1,111.400001525879,3,10.3000001907349,11.9285697937012,42.6070289611816,38.9414291381836,23,45.0519752502441,45.0519752502441,47.5046900835904
64,15,0,-0.254999995231628,1,0,67.3499984741211,0,7.80000019073486,52.90625,53.286018371582,2.03625011444092,1,0,2.13625717163086,2.13625674446424
65,15,0,-0.214000001549721,0,0,67.8099975585938,0,7.80000019073486,77.5833435058594,41.6393699645996,26.7133407592773,2,28.3333435058594,28.3333435058594,28.3333435058594
66,15,0,-0.225999996066093,1,0,74.9899978637695,0,7.80000019073486,73.8610229492188,38.4120597839355,22.9910202026367,3,24.6110229492188,24.6110229492188,24.6110229492188
67,15,0,-0.0280000008642673,0,0,81.4199981689453,0,7.80000019073486,59.4320793151855,42.7458114624023,8.56208038330078,4,10.1820793151855,10.1820793151855,10.1820793151855
68,15,0,-0.0529999993741512,1,0,82.0500030517578,0,7.80000019073486,63.2115287780762,45.6546783447266,12.3415298461914,5,13.309757232666,13.309757232666,13.3097591400146
69,15,0,-0.133000001311302,0,0,82.2699966430664,0,7.80000019073486,25,52.8536796569824,25.8700008392334,6,24.9017715454102,24.9017715454102,24.9017696380615
70,15,0,-0.141000002622604,1,0,85.7699966430664,0,7.80000019073486,19.8333301544189,52.0791091918945,31.0366706848145,7,30.0684413909912,30.0684413909912,30.0684394836426
71,15,0,-0.127000004053116,0,0,87.25,0,7.80000019073486,13.0833301544189,45.5652618408203,37.7866706848145,8,36.8184432983398,36.8184432983398,36.8184394836426
72,15,0,-0.14300000667572,1,0,86.3399963378906,0,7.80000019073486,15.1666698455811,47.7989387512207,35.7033309936523,9,29.8556461334229,29.8556461334229,31.4821300506592
73,15,0,-0.122000001370907,0,0,92.0699996948242,0,7.80000019073486,16.1800003051758,47.8660202026367,34.689998626709,10,38.5588111877441,38.5588111877441,38.5588105519613
74,15,0,-0.0399999991059303,1,0,108.400001525879,0,7.80000019073486,17.3786697387695,52.7287292480469,33.4913291931152,11,44.3432312011719,44.3432312011719,39.9331681387765
75,15,0,-0.0370000004768372,0,0,96.8499984741211,1,7.80000019073486,50.5299987792969,58.3042602539062,0.340000003576279,12,13.5363922119141,13.5363922119141,16.9543148387562
76,15,0,-0.0879999995231628,0,1,99.870002746582,1,7.80000019073486,43.2200012207031,51.9032783508301,7.65000009536743,13,23.3260803222656,23.3260803222656,22.2406206130981
77,15,0,-0.186000004410744,0,1,102.800003051758,1,7.80000019073486,48.7050018310547,54.6781883239746,2.16499996185303,14,17.8410797119141,17.8410797119141,18.5839535395304
78,15,0,-0.156000003218651,1,0,102.699996948242,1,7.80000019073486,41.2999992370605,46.3715782165527,9.56999969482422,15,25.2460823059082,25.2460823059082,23.5206219355265
79,15,0,-0.142000004649162,0,0,110,1,7.80000019073486,23.1900005340576,45.045051574707,27.6800003051758,16,32.5041198730469,32.5041198730469,39.8234236790584
80,15,0,-0.143999993801117,0,1,111.599998474121,1,7.80000019073486,30.6124992370605,47.9893188476562,20.2574996948242,17,25.0816230773926,25.0816230773926,32.4009249760554
81,15,0,-0.133000001311302,0,1,108.300003051758,1,7.80000019073486,22.9986705780029,44.1985397338867,27.8713302612305,18,32.6954498291016,32.6954498291016,40.0147536351131
82,15,0,-0.135000005364418,1,0,110,1,7.80000019073486,37.8240089416504,60.5539588928223,13.0459899902344,19,5.66143035888672,5.66143035888672,24.1362213407244
83,15,0,-0.162000000476837,0,0,107.900001525879,1,7.80000019073486,47.0053291320801,48.9326286315918,3.86467003822327,20,13.5052375793457,13.5052375793457,19.5414706468582
84,15,0,-0.200000002980232,0,1,102.800003051758,1,7.80000019073486,38.2013282775879,39.101390838623,12.6686697006226,21,13.4152984619141,13.4152984619141,23.3231962989358
85,15,1,-0.131999999284744,0,1,112.599998474121,2,7.80000019073486,58.1080017089844,57.6517486572266,4.00799989700317,22,2.00425720214844,2.00425720214844,15.6432337987991
64,16,0,-0.263999998569489,1,0,64.4100036621094,0,10.5,14.9285697937012,41.578929901123,39.1714286804199,1,0,35.841423034668,35.8414234618346
65,16,0,-0.239999994635582,0,0,66.75,0,10.5,5,28.9744205474854,49.0999984741211,2,44.25,44.25,44.25
66,16,0,-0.194999992847443,1,0,74.0199966430664,0,10.5,3.85714292526245,28.1526203155518,50.2428588867188,3,45.3928565979004,45.3928565979004,45.3928570747375
67,16,0,0.0260000005364418,0,0,77.879997253418,0,10.5,37.7457809448242,31.0156497955322,16.3542194366455,4,11.5042190551758,11.5042190551758,11.5042190551758
68,16,0,0.025000000372529,1,0,81.1100006103516,0,10.5,37.5038185119629,33.045051574707,16.5961799621582,5,12.3979530334473,12.3979530334473,12.3979511260986
69,16,0,-0.0020000000949949,0,0,86.9899978637695,0,10.5,36.4514312744141,33.0152702331543,17.6485691070557,6,13.4503402709961,13.4503402709961,13.4503383636475
70,16,0,-0.00999999977648258,1,0,88.2600021362305,0,10.5,38.4841690063477,34.5394287109375,15.6158304214478,7,11.4176025390625,11.4176025390625,11.4176006317139
71,16,0,-0.0579999983310699,0,0,91.2099990844727,0,10.5,51.25,46.2816581726074,2.84999990463257,8,1.34822845458984,1.34822845458984,1.34823036193848
72,16,0,-0.0829999968409538,1,0,93.6399993896484,0,10.5,36.4583282470703,33.7271690368652,17.6416702270508,9,8.56398773193359,8.56398773193359,10.1904716491699
73,16,0,-0.0410000011324883,0,0,98.1900024414062,0,10.5,49.0416717529297,42.2551116943359,5.05833005905151,10,5.69713973999023,5.69713973999023,12.4505240122477
74,16,0,0.0799999982118607,1,0,108.400001525879,0,10.5,48.7916717529297,43.5924682617188,5.30833005905151,11,12.9302291870117,12.9302291870117,14.1659246172224
75,16,0,0.025000000372529,0,0,100.800003051758,0,10.5,22.3306694030762,49.8586692810059,31.7693290710449,12,41.7357215881348,41.7357215881348,40.696042841131
76,16,0,-0.0240000002086163,0,1,100.099998474121,0,10.5,18.4493293762207,40.4016609191895,35.6506690979004,13,48.096752166748,48.096752166748,45.5751568476359
77,16,0,-0.0710000023245811,0,1,104.199996948242,0,10.5,30.5277500152588,38.9480514526367,23.5722503662109,14,36.0183334350586,36.0183334350586,33.4967362085978
78,16,0,-0.0670000016689301,1,0,107.199996948242,0,10.5,28.8897495269775,35.3933715820312,25.2102508544922,15,37.6563339233398,37.6563339233398,35.1347366968791
79,16,0,-0.00899999961256981,0,0,111.900001525879,0,10.5,41.4093284606934,32.6992607116699,12.6906700134277,16,14.2847938537598,14.2847938537598,22.3726293123685
80,16,0,-0.025000000372529,0,1,119.300003051758,0,10.5,35.2528305053711,29.3181896209717,18.8471698760986,17,20.441291809082,20.441291809082,27.7605937077449
81,16,0,-0.0410000011324883,0,1,115.400001525879,0,10.5,39.5349998474121,33.2654914855957,14.5649995803833,18,16.159122467041,16.159122467041,23.7637584392841
82,16,0,-0.0930000022053719,1,0,113.699996948242,0,10.5,45.6069984436035,38.8767890930176,8.49300003051758,19,2.12155914306641,2.12155914306641,19.3575342723301
83,16,0,-0.0780000016093254,0,0,117.599998474121,0,10.5,40.4501991271973,35.4470596313477,13.6498003005981,20,20.0603675842285,20.0603675842285,22.8190356492996
84,16,0,-0.109999999403954,0,1,117.599998474121,1,10.5,33.9836006164551,30.033390045166,20.1163997650146,21,17.6330261230469,17.6330261230469,26.9834265989416
85,16,0,-0.0230000000447035,0,1,122.699996948242,2,10.5,34.6500015258789,30.4918594360352,19.4500007629395,22,21.453742980957,21.453742980957,25.5114450908843
86,16,1,-0.0329999998211861,1,0,123.300003051758,2,10.5,34.4749984741211,30.1822395324707,9.82499980926514,23,22.5055465698242,22.5055465698242,25.5772003694014
64,17,0,-0.323000013828278,0,0,51.5200004577637,0,31.3999996185303,87.0999984741211,63.1126289367676,42.7999992370605,1,0,36.330005645752,36.3300052185853
65,17,0,-0.254000008106232,0,1,52.2900009155273,0,31.3999996185303,52.0833282470703,36.4258117675781,7.78332996368408,2,2.83332824707031,2.83332824707031,2.83332824707031
66,17,0,-0.206000000238419,0,1,57.3300018310547,0,31.3999996185303,54,34.3485488891602,9.69999980926514,3,4.75,4.75,4.75
67,17,0,-0.068000003695488,1,0,61.0999984741211,0,31.3999996185303,56,46.3715400695801,11.6999998092651,4,6.75,6.75,6.75
68,17,0,-0.0930000022053719,0,0,64.2399978637695,0,31.3999996185303,46.5997505187988,46.6427192687988,2.29975008964539,5,3.30202102661133,3.30202102661133,3.3020191192627
69,17,0,-0.145999997854233,0,1,67.870002746582,0,31.3999996185303,38.0574989318848,37.5105781555176,6.24249982833862,6,11.8442726135254,11.8442726135254,11.8442707061768
70,17,0,-0.0469999983906746,0,1,70.1399993896484,0,31.3999996185303,38.1624984741211,37.494800567627,6.13749980926514,7,11.7392730712891,11.7392730712891,11.7392711639404
71,17,0,-0.090999998152256,1,0,72.1699981689453,0,31.3999996185303,46.5,47.1293907165527,2.20000004768372,8,3.40177154541016,3.40177154541016,3.40176963806152
72,17,0,-0.0500000007450581,0,0,73.3399963378906,0,31.3999996185303,50.7999992370605,34.4589004516602,6.5,9,5.77768325805664,5.77768325805664,4.15119934082031
73,17,0,-0.101999998092651,0,1,77.0800018310547,0,31.3999996185303,62.8333282470703,49.9393005371094,18.5333309173584,10,8.09451675415039,8.09451675415039,16.47434425354
74,17,0,-0.00400000018998981,0,1,82.2799987792969,0,31.3999996185303,62.25,46.1236991882324,17.9500007629395,11,0.528099060058594,0.528099060058594,15.4542012895857
75,17,0,0.0399999991059303,1,0,81.3099975585938,2,31.3999996185303,61.2857093811035,43.1151390075684,16.985710144043,12,2.78068161010742,2.78068161010742,14.9896046031605
76,17,0,-0.0209999997168779,0,0,79.3600006103516,2,31.3999996185303,61.7142906188965,46.3317604064941,17.4142894744873,13,4.83179092407227,4.83179092407227,14.8118982315063
77,17,0,-0.0729999989271164,0,1,86.4700012207031,2,31.3999996185303,54.8571395874023,40.4148406982422,10.5571403503418,14,11.6889419555664,11.6889419555664,16.1343183517456
78,17,0,-0.0689999982714653,0,1,89.8499984741211,2,31.3999996185303,48.3571395874023,38.0028610229492,4.05713987350464,15,18.1889419555664,18.1889419555664,18.8158617019653
79,17,0,-0.0599999986588955,1,0,93.0899963378906,2,31.3999996185303,49.3333282470703,36.6405410766602,5.03332996368408,16,6.36079406738281,6.36079406738281,16.8996030367338
80,17,0,-0.10700000077486,0,0,91.5299987792969,2,31.3999996185303,54.3333282470703,39.1247482299805,10.0333299636841,17,1.36079406738281,1.36079406738281,15.3199779803936
81,17,0,-0.180999994277954,0,1,88.0999984741211,2,31.3999996185303,62.3333282470703,47.4658012390137,18.0333309173584,18,6.63920593261719,6.63920593261719,14.45825782189
82,17,0,-0.164000004529953,0,1,88.6999969482422,2,31.3999996185303,67.4166564941406,48.2783508300781,23.1166591644287,19,23.9312171936035,23.9312171936035,15.9017150061471
83,17,0,-0.100000001490116,1,0,88.7399978637695,2,31.3999996185303,72.9166564941406,47.8836212158203,28.6166591644287,20,12.4060897827148,12.4060897827148,17.2376261949539
84,17,0,-0.123999997973442,0,0,90.3000030517578,2,31.3999996185303,68.0833435058594,49.8122291564941,23.7833404541016,21,16.4667167663574,16.4667167663574,17.4736499786377
85,17,0,-0.0989999994635582,0,1,95.3499984741211,4,31.3999996185303,62.5,40.2825584411621,18.2000007629395,22,6.39625549316406,6.39625549316406,16.270662126087
86,17,0,-0.00899999961256981,0,1,96.8600006103516,4,31.3999996185303,68.8000030517578,43.9555015563965,24.5,23,11.8194580078125,11.8194580078125,16.8761779611761
64,18,0,-0.216999992728233,1,0,51.689998626709,0,18.3999996185303,50.7000007629395,34.8041610717773,6.40000009536743,1,0,0.0699920654296875,0.069992492596306
65,18,0,-0.25,0,0,53.3300018310547,0,18.3999996185303,33.567741394043,23.4160709381104,10.7322597503662,2,15.682258605957,15.682258605957,15.682258605957
66,18,0,-0.219999998807907,0,1,58.0800018310547,0,18.3999996185303,29.6000003814697,21.6543807983398,14.6999998092651,3,19.6499996185303,19.6499996185303,19.6499996185303
67,18,0,0.0199999995529652,0,1,61.9500007629395,0,18.3999996185303,23.9500007629395,19.2208309173584,20.3500003814697,4,25.2999992370605,25.2999992370605,25.2999992370605
68,18,0,-0.090999998152256,1,0,65.2699966430664,0,18.3999996185303,18.2999992370605,14.2466402053833,26,5,31.6017723083496,31.6017723083496,31.601770401001
69,18,0,-0.0700000002980232,0,0,69.3499984741211,0,18.3999996185303,14.3999996185303,12.253210067749,29.8999996185303,6,35.5017700195312,35.5017700195312,35.5017700195312
70,18,0,-0.0230000000447035,0,1,70.1399993896484,0,18.3999996185303,24.4500007629395,19.0769901275635,19.8500003814697,7,25.4517707824707,25.4517707824707,25.4517688751221
71,18,0,-0.0329999998211861,0,1,70.8499984741211,0,18.3999996185303,29.8999996185303,24.02366065979,14.3999996185303,8,20.0017719268799,20.0017719268799,20.0017700195312
72,18,0,-0.0659999996423721,1,0,72.2900009155273,0,18.3999996185303,21.5499992370605,16.2973003387451,22.75,9,23.4723167419434,23.4723167419434,25.0988006591797
73,18,0,-0.0520000010728836,0,0,75.0400009155273,0,18.3999996185303,43.6111106872559,33.217041015625,0.688889980316162,10,11.1277008056641,11.1277008056641,14.260711034139
74,18,0,-0.0469999983906746,0,1,87.7200012207031,0,18.3999996185303,25.5555591583252,21.3149890899658,18.7444400787354,11,36.1663436889648,36.1663436889648,31.7562787192208
75,18,0,-0.00999999977648258,1,0,80.2799987792969,0,18.3999996185303,31.9375,23.3770599365234,12.3625001907349,12,32.1288909912109,32.1288909912109,31.0892122442072
76,18,0,-0.0670000016689301,0,0,79.5100021362305,0,18.3999996185303,31.8125,24.3531398773193,12.4875001907349,13,34.7335815429688,34.7335815429688,32.2119862238566
77,18,0,-0.0939999967813492,0,1,85.3300018310547,0,18.3999996185303,31.9285697937012,23.3610706329346,12.3714303970337,14,34.6175117492676,34.6175117492676,32.0959164301554
78,18,0,-0.118000000715256,0,1,88.4700012207031,0,18.3999996185303,27.1428604125977,20.3190593719482,17.1571407318115,15,39.4032211303711,39.4032211303711,36.8816258112589
79,18,0,-0.063000001013279,1,0,92.6800003051758,0,18.3999996185303,29.4285697937012,22.582239151001,14.8714303970337,16,26.265552520752,26.265552520752,33.5848544194148
80,18,0,-0.0149999996647239,0,0,94.1900024414062,0,18.3999996185303,20.65625,24.8451499938965,23.6437492370605,17,35.0378723144531,35.0378723144531,42.357174213116
81,18,0,-0.0189999993890524,0,1,97.4899978637695,0,18.3999996185303,21.6875,24.2372207641602,22.6124992370605,18,34.0066223144531,34.0066223144531,41.325924213116
82,18,0,-0.0810000002384186,0,1,100.800003051758,0,18.3999996185303,18.65625,24.0375595092773,25.6437492370605,19,24.8291893005371,24.8291893005371,41.8324060440063
83,18,0,-0.104999996721745,1,0,101.800003051758,0,18.3999996185303,27.28125,29.8157997131348,17.0187492370605,20,33.2293167114258,33.2293167114258,33.8003500699997
